context,question,answer,pasal,ayat
proses pembelajaran,"Apa saja komponen yang terdapat dalam 1 sks proses pembelajaran berupa kuliah, atau tutorial?","Terdiri atas kegiatan tatap muka 50 menit per minggu per semester, kegiatan penugasan terstruktur 60 menit per minggu per semester, dan kegiatan mandiri 60 menit per minggu per semester.",22,2
proses pembelajaran,Apakah jumlah kegiatan tatap muka dalam satu sks proses pembelajaran?,Kegiatan tatap muka berjumlah 100 (seratus) menit per minggu per semester.,22,3
proses pembelajaran,Apa saja jenis praktikum yang harus diikuti dalam proses pembelajaran?,"Jenis praktikum yang harus diikuti dalam proses pembelajaran adalah praktikum, praktik studio, praktik bengkel, praktik lapangan, penelitian, pengabdian kepada masyarakat, magang dan/ atau bentuk pembelajaran lain yang sejenis.",22,4
proses pembelajaran,Apakah perhitungan beban belajar dalam sistem blok ditetapkan sesuai dengan kebutuhan?,"Ya, perhitungan beban belajar dalam sistem blok ditetapkan sesuai dengan kebutuhan dalam memenuhi capaian pembelajaran.",22,5
proses pembelajaran,Bagaimana sistem yang digunakan untuk menentukan kebutuhan beban belajar dalam proses pembelajaran?,"Sistem tersebut dapat berupa modul atau bentuk lain, tergantung pada kebutuhan dalam memenuhi capaian pembelajaran.",22,5
proses pembelajaran,Apakah kondisi untuk menjadi mahasiswa aktif?,Mahasiswa harus telah melakukan registrasi administratif dan registrasi akademik.,23,1
proses pembelajaran,Bagaimana cara registrasi administratif dilaksanakan pada awal semester?,Registrasi administratif dilaksanakan dengan cara melakukan pembayaran biaya pendidikan secara online melalui bank yang bekerjasama dengan UPN “Veteran” Jawa Timur dan melakukan her-registrasi secara online di SIAMIK.,23,2
proses pembelajaran,Apakah ada syarat khusus untuk melakukan registrasi administratif secara online?,"Tidak ada informasi tentang syarat khusus yang disebutkan dalam teks, namun proses registrasi dilakukan melalui bank dan SIAMIK.",23,2
proses pembelajaran,Apakah registrasi administratif mahasiswa bisa dibatalkan jika tidak mampu memenuhi persyaratan tahapan evaluasi pembelajaran?,"Ya, registrasi administratif mahasiswa bisa dibatalkan jika ternyata mahasiswa tidak mampu memenuhi persyaratan tahapan evaluasi pembelajaran.",23,3
proses pembelajaran,Apa yang menyebabkan registrasi administratif mahasiswa bisa dibatalkan?,Mahasiswa tidak mampu memenuhi persyaratan tahapan evaluasi pembelajaran.,23,3
proses pembelajaran,Bagaimana cara melakukan registrasi akademik?,Registrasi akademik dilakukan dengan mengisi Kartu Rencana Studi (KRS) melalui SIAMIK secara online sesuai dengan kurikulum yang berlaku.,24,1
proses pembelajaran,Apakah jumlah SKS yang dapat diambil mahasiswa ditentukan oleh IPS-nya?,"Ya, jumlah SKS yang dapat diambil disesuaikan dengan IPS (Indeks Prestasi Semester) pada semester terakhir mahasiswa tersebut aktif.",24,2
proses pembelajaran,"Berapa jumlah SKS maksimum yang dapat diambil oleh mahasiswa Semester III ke atas pada setiap semester jika IPS mereka pada semester sebelumnya antara 2,00 - 2,49?",Jumlah SKS maksimum yang dapat diambil adalah 16.,24,4
proses pembelajaran,Apakah syarat untuk menolak KRS (Kartu Rencana Studi) mahasiswa?,"Mahasiswa tidak dapat menyetujui KRS jika mengambil mata kuliah yang jadwal kuliahnya berbenturan dengan mata kuliah lain, mengambil mata kuliah yang prasyaratnya belum terpenuhi, atau mengambil SKS melebihi jumlah SKS yang diperbolehkan.",24,5
proses pembelajaran,Apa yang harus dilakukan oleh mahasiswa jika KRS mereka ditolak?,Mahasiswa wajib memperbaiki KRS dan diajukan kembali untuk memperoleh persetujuan.,24,6
proses pembelajaran,Apakah syarat untuk nama mahasiswa tercatat dalam daftar peserta mata kuliah?,Syaratnya adalah KRS (Kartu Rencana Studi) yang belum disetujui.,24,7
proses pembelajaran,Apakah mahasiswa yang namanya tidak tercantum dalam daftar peserta mata kuliah masih diizinkan mengikuti kuliah?,"Tidak, karena menurut ketentuan bahwa mahasiswa yang namanya tidak tercantum dalam daftar peserta mata kuliah tidak diizinkan mengikuti kuliah.",24,8
proses pembelajaran,Apakah mahasiswa yang tidak terdaftar dapat mengikuti kegiatan lain dalam mata kuliah tersebut?,"Tidak, karena menurut ketentuan bahwa hanya mahasiswa yang terdaftar yang diizinkan mengikuti kegiatan lain dalam mata kuliah tersebut.",24,8
proses pembelajaran,Apakah batas waktu untuk mengganti mata kuliah?,Batas waktu penggantian mata kuliah adalah 1 (satu) minggu setelah kegiatan perkuliahan dimulai.,24,9
proses pembelajaran,Apakah batas waktu untuk membatalkan mata kuliah?,Batas waktu untuk membatalkan mata kuliah adalah pada akhir minggu ke-4 (empat) setelah kegiatan perkuliahan dimulai.,24,10
proses pembelajaran,Apakah penggantian atau pembatalan mata kuliah memerlukan izin dari siapa?,Penggantian maupun pembatalan mata kuliah harus mendapatkan persetujuan dari Pembimbing Akademik (PA).,24,11
proses pembelajaran,Apa yang akan terjadi pada mahasiswa jika mereka tidak melakukan registrasi akademik dalam waktu 1 minggu setelah perkuliahan dimulai?,Mahasiswa tersebut dinyatakan statusnya sebagai mahasiswa tidak aktif.,24,12
proses pembelajaran,Apakah metode pembelajaran yang digunakan di institusi ini bersifat interaktif?,"Ya, metode pembelajaran di institusi ini bersifat interaktif, yaitu mengutamakan proses interaksi dua arah antara mahasiswa dan dosen.",25,1
proses pembelajaran,Apa yang dimaksud dengan kontekstual dalam proses pembelajaran?,Kontekstual adalah kemampuan menyelesaikan masalah dalam ranah keahliannya.,25,1
proses pembelajaran,Bagaimana karakteristik proses pembelajaran efektif?,Proses pembelajaran yang berhasil guna dengan mementingkan internalisasi materi secara baik dan benar dalam kurun waktu yang optimum.,25,1
proses pembelajaran,Apakah metode penyelenggaraan proses pembelajaran diutamakan dengan metode apa?,"Metode Student Centered Learning (SCL) yang meliputi berbagai jenis pembelajaran efektif seperti problem-based learning, project-based learning, dan lain-lain.",25,2
proses pembelajaran,Apa bentuk-bentuk pembelajaran yang dilakukan di luar program studi?,"Bentuk pembelajaran yang dilakukan dapat berupa kuliah, responsi, tutorial, seminar, praktikum, praktik studio, praktik bengkel, praktik lapangan, praktik kerja, penelitian, perancangan, dan pengabdian masyarakat.",25,3
proses pembelajaran,Apakah pembelajaran di luar Program Studi mencakup pembelajaran dalam Program Studi lain pada Perguruan Tinggi yang sama?,"Ya, pembelajaran di luar Program Studi sebagaimana dimaksud pada pasal 18 ayat (6) merupakan proses pembelajaran yang terdiri atas pembelajaran dalam Program Studi lain pada Perguruan Tinggi yang sama.",26,1
proses pembelajaran,Apakah ada jenis pembelajaran di luar Program Studi yang dapat dilakukan di lembaga non-Perguruan Tinggi?,"Ya, salah satu jenis pembelajaran di luar Program Studi adalah pembelajaran pada lembaga non-Perguruan Tinggi.",26,1
proses pembelajaran,Apakah proses pembelajaran di luar program studi dilaksanakan berdasarkan perjanjian kerja sama/MoU?,"Ya, proses pembelajaran di luar program studi dilaksanakan berdasarkan perjanjian kerja sama/MoU antara Perguruan Tinggi dengan Perguruan Tinggi atau lembaga lain yang terkait.",26,2
proses pembelajaran,Apa yang dimaksud dengan proses pembelajaran di luar program studi?,Proses pembelajaran di luar program studi adalah kegiatan dalam program yang dapat ditentukan oleh Kementerian dan/atau pemimpin Perguruan Tinggi.,26,3
proses pembelajaran,Apa bentuk kegiatan pembelajaran di luar Program Studi yang termasuk dalam huruf b?,Magang/Praktik Kerja.,26,4
proses pembelajaran,Apa contoh kegiatan pembelajaran di luar Program Studi yang dapat dilakukan oleh mahasiswa untuk memperoleh pengalaman praktis?,Kegiatan pertukaran mahasiswa dalam mengambil mata kuliah dan Proyek di Desa/KKN-Tematik.,26,4
proses pembelajaran,Apakah kegiatan pembelajaran di luar Program Studi dapat diakui?,"Ya, kegiatan pembelajaran di luar Program Studi dapat diakui melalui mekanisme transfer sks (Credit Transfer) atau perolehan sks (Earming Credit).",26,5
proses pembelajaran,Siapa yang bertanggung jawab dalam melaksanakan kegiatan pembelajaran di luar program studi?,Dosen. Kegiatan Pembelajaran di luar Program Studi sebagaimana dimaksud pada ayat (4) dilaksanakan di bawah bimbingan Dosen.,26,6
proses pembelajaran,Apakah proses pembelajaran di luar Program Studi dapat dilakukan sebelum menempuh 3 Semester?,"Tidak, karena proses pembelajaran di luar Program Studi harus dilakukan minimal setelah mahasiswa menempuh 3 Semester.",26,7
proses pembelajaran,Apakah implementasi pembelajaran di luar Program Studi diatur oleh keputusan mana?,Implementasi pembelajaran di luar Program Studi diatur dalam Keputusan Rektor.,26,8
proses pembelajaran,Apa yang harus dimiliki oleh mahasiswa dalam proses pembelajaran di kampus?,Mahasiswa wajib berpenampilan rapi dan berperilaku sopan.,27,1
proses pembelajaran,Bagaimana perilaku yang diharapkan dari mahasiswa selama berada di lingkungan kampus?,Perilaku sopan.,27,1
proses pembelajaran,Apa yang harus dilakukan oleh mahasiswa dalam proses pembelajaran?,Mahasiswa wajib mentaati peraturan yang berlaku.,27,2
proses pembelajaran,Apa yang harus diperhatikan oleh mahasiswa dalam proses pembelajaran?,Mahasiswa wajib mengikuti pembelajaran secara aktif paling sedikit 90 (sembilan puluh) persen dari aktivitas akademik terjadwal.,27,3
proses pembelajaran,Apakah mahasiswa yang mengikuti kegiatan yang ditugaskan dan disetujui oleh Rektor atau Pimpinan Fakultas dapat dianggap hadir dalam perkuliahan?,"Ya, ketidakhadirannya tidak dihitung sebagai alpha.",27,4
proses pembelajaran,Apakah mahasiswa yang tidak hadir dalam perkuliahan karena alasan sakit harus menunjukkan surat dokter?,"Ya, mahasiswa yang tidak hadir dalam perkuliahan karena alasan sakit harus menunjukkan surat dokter.",27,5
proses pembelajaran,Apa yang harus dilakukan oleh mahasiswa yang tidak hadir dalam proses pembelajaran?,Mahasiswa tersebut harus menyertakan surat keterangan resmi sebagai alasan kehadiran mereka.,27,6
penilaian dan evaluasi hasil belajar,Apa tujuan dari penilaian hasil belajar mahasiswa?,"Penilaian hasil belajar mahasiswa bertujuan untuk mengukur pencapaian kompetensi pembelajaran yang ditetapkan oleh program studi.

Context: penilaian dan evaluasi hasil belajar",28,1
penilaian dan evaluasi hasil belajar,Bagaimana tujuan tersebut dihubungkan dengan kompetensi pembelajaran?,Tujuan penilaian hasil belajar mahasiswa dihubungkan dengan kompetensi pembelajaran untuk mengukur pencapaian program studi.,28,1
penilaian dan evaluasi hasil belajar,Apakah penilaian hasil belajar mahasiswa harus mencakup aspek hardskill dan softskill?,"Ya, penilaian hasil belajar mahasiswa harus mencakup aspek hardskill dan softskill.",28,2
penilaian dan evaluasi hasil belajar,Apa saja bentuk-bentuk penilaian hasil belajar yang dapat dilakukan berdasarkan peraturan yang telah ditetapkan?,"Penilaian hasil belajar dapat dilakukan dalam bentuk ujian tertulis, ujian lisan, ujian praktikum/keterampilan, portofolio, tugas akhir skripsi, atau bentuk lain yang setara.",28,2
penilaian dan evaluasi hasil belajar,Apakah bobot evaluasi aktifitas partisipatif dan hasil proyek/studi kasus dalam menentukan nilai akhir hasil belajar?,Lebih dari atau sama dengan 50%.,28,3
penilaian dan evaluasi hasil belajar,Bagaimana cara menentukan nilai huruf dari skor angka?,"Nilai huruf dapat dinyatakan dengan menggunakan pedoman konversi nilai angka ke dalam nilai huruf, yaitu ANGKA 80 - 100 NILAI A BOBOT 4,00; ANGKA 66 -79 NILAI B BOBOT 3,00; ANGKA 56 - 65 NILAI C BOBOT 2,00; ANGKA 43 - 55 NILAI D BOBOT 1,00; ANGKA 0,0 - 42 NILAI E BOBOT 0,00.

Context: penilaian dan evaluasi hasil belajar",28,4
penilaian dan evaluasi hasil belajar,Apa yang harus dilakukan oleh mahasiswa yang mendapatkan nilai D atau E?,Mahasiswa yang mendapat nilai D dan E wajib mengulang program pembelajaran dan ujian pada semester reguler.,28,4
penilaian dan evaluasi hasil belajar,Apakah yang terjadi jika nilai suatu mahasiswa belum dapat ditentukan?,"Nilai tersebut diberikan nilai K, yaitu ""Kurang/Tidak Lengkap"" dengan bobot nol (0).",28,4
penilaian dan evaluasi hasil belajar,Bagaimana status mahasiswa yang masih memiliki nilai berstatus K setelah pengisian KRS semester berikutnya?,Mahasiswa tersebut dianggap tidak lulus (E).,28,4
penilaian dan evaluasi hasil belajar,Bagaimana cara menghitung Indeks Prestasi Kumulatif (IPK) mahasiswa?,"IPK dihitung menggunakan rumus yang sama dengan perhitungan Indeks Prestasi Semester (IPS), yaitu dengan membagi nilai tertinggi setiap mata kuliah dengan jumlah sks masing-masing mata kuliah.

Context: penilaian dan evaluasi hasil belajar",28,5
penilaian dan evaluasi hasil belajar,Apa saja faktor-faktor yang digunakan dalam perhitungan Indeks Prestasi Semester (IPS)?,Faktor-faktor yang digunakan dalam perhitungan IPS adalah bobot sks setiap mata kuliah dan nilai keberhasilan tertinggi masing-masing mata kuliah.,28,5
penilaian dan evaluasi hasil belajar,Apakah penilaian hasil belajar mahasiswa dilakukan secara berkala?,"Ya, penilaian hasil belajar mahasiswa dilakukan secara berkala sesuai dengan kurikulum.",28,6
penilaian dan evaluasi hasil belajar,Bagaimana kurikulum yang digunakan sebagai acuan untuk penilaian hasil belajar mahasiswa?,Kurikulum digunakan sebagai acuan untuk penilaian hasil belajar mahasiswa.,28,6
penilaian dan evaluasi hasil belajar,Bagaimana proses penilaian hasil belajar pada setiap mata kuliah?,Penilaian hasil belajar pada setiap mata kuliah dilakukan pada setiap semester.,28,7
penilaian dan evaluasi hasil belajar,Apakah tujuan dari melakukan penilaian hasil belajar pada setiap mata kuliah?,Tujuan dari melakukan penilaian hasil belajar adalah untuk mengetahui kemajuan siswa dalam memahami materi yang diajarkan.,28,7
penilaian dan evaluasi hasil belajar,Apa prinsip-prinsip yang menjadi dasar penilaian?,"Penilaian dilaksanakan berdasarkan prinsip kesesuaian, akuntabilitas, transparansi, kejujuran, dan keadilan.",28,8
penilaian dan evaluasi hasil belajar,Apa saja aspek yang diukur dalam evaluasi hasil belajar?,"Aspek yang diukur mencakup kemampuan akademik (kognitif, afektif, psikomotorik) dan keterampilan berperilaku.

Context: penilaian dan evaluasi hasil belajar",28,9
penilaian dan evaluasi hasil belajar,Apa tujuan dari pengukuran aspek keterampilan berperilaku dalam evaluasi hasil belajar?,"Tujuan dari pengukuran aspek keterampilan berperilaku adalah untuk mengetahui kemampuan siswa dalam kejujuran akademik, kedisiplinan, kesantunan, dan kemampuan berinteraksi serta bekerja sama.",28,9
penilaian dan evaluasi hasil belajar,Siapakah yang boleh dianggap sebagai peserta kuliah atau kegiatan pembelajaran untuk syarat evaluasi semester?,"Peserta yang terdaftar dalam Daftar Peserta Mata Kuliah (DPMK) di sistem SIAMIK.

Context: penilaian dan evaluasi hasil belajar",28,10
penilaian dan evaluasi hasil belajar,Berapa persen dari kuliah atau kegiatan pembelajaran yang harus diikuti oleh peserta untuk syarat evaluasi semester?,Sekurang-kurangnya 90 (sembilan puluh) persen.,28,10
penilaian dan evaluasi hasil belajar,"Apa yang mengatur ketentuan pelaksanaan, persyaratan, penjadwalan, dan tata tertib ujian?",Ketentuan tersebut diatur lebih lanjut oleh Fakultas.,28,11
penilaian dan evaluasi hasil belajar,Apakah nilai hasil ujian diumumkan sesuai dengan ketentuan yang berlaku?,"Ya, nilai hasil ujian diumumkan sesuai dengan ketentuan yang berlaku.",28,12
penilaian dan evaluasi hasil belajar,Apakah yang akan dilakukan oleh Dekan jika dosen atau tim dosen tidak memberikan nilai hasil ujian semester tepat waktu?,Dekan dapat memberikan nilai B kepada semua mahasiswa yang memenuhi syarat sebagai peserta ujian.,28,13
penilaian dan evaluasi hasil belajar,Berapa lama waktu yang diperbolehkan bagi dosen atau tim dosen untuk memberikan nilai hasil ujian semester jika tidak mencapai batas waktu yang ditentukan?,Selambat-lambatnya 3 (tiga) hari dari batas waktu yang ditentukan.,28,13
penilaian dan evaluasi hasil belajar,Apa yang harus dilakukan oleh mahasiswa dalam melaporkan hasil pembelajarannya?,Mahasiswa wajib melaporkan hasil pembelajarannya ke Pangkalan Data Pendidikan Tinggi (PD-DIKTI) di sistem SIAMIK pada setiap akhir semester.,28,14
penilaian dan evaluasi hasil belajar,Apa yang dimaksud dengan KHS dalam konteks laporan hasil pembelajaran mahasiswa?,"KHS adalah singkatan dari Kartu Hasil Studi, yaitu dokumen yang berisi informasi tentang hasil belajar mahasiswa.",28,14
penilaian dan evaluasi hasil belajar,Apakah mahasiswa dapat melakukan perencanaan studi (KRS) pada semester berikutnya jika tidak melaporkan hasil pembelajarannya?,"Tidak, karena menurut teks tersebut, mahasiswa yang tidak melaporkan hasil pembelajaran tidak bisa melakukan perencanaan studinya (KRS) pada semester berikutnya.",28,15
penilaian dan evaluasi hasil belajar,Apa tugas Dosen Pembimbing Akademik dalam memantau pelaporan hasil pembelajaran mahasiswa?,Dosen Pembimbing Akademik wajib memantau pelaporan hasil pembelajaran tersebut pada ayat (14) pada setiap mahasiswa yang menjadi bimbingan akademiknya (PA-nya).,28,16
penilaian dan evaluasi hasil belajar,Apakah tujuan dari Evaluasi Hasil Belajar?,"Tujuan dari Evaluasi Hasil Belajar adalah menentukan kemampuan mahasiswa dalam melanjutkan studi berdasarkan pencapaian IPK.

Context: Penilaian dan Evaluasi Hasil Belajar",29,1
penilaian dan evaluasi hasil belajar,Bagaimana proses pelaksanaan Evaluasi Hasil Belajar?,Proses pelaksanaan Evaluasi Hasil Belajar dilakukan secara bertahap terhadap pencapaian IPK.,29,1
penilaian dan evaluasi hasil belajar,Siapa yang melakukan evaluasi hasil belajar mahasiswa untuk suatu mata kuliah?,"Seorang dosen atau tim dosen.

Context: penilaian dan evaluasi hasil belajar",29,2
penilaian dan evaluasi hasil belajar,Tujuan dari evaluasi hasil belajar mahasiswa oleh seorang dosen atau tim dosen?,Untuk memantau proses dan perkembangan hasil belajar mahasiswa.,29,2
penilaian dan evaluasi hasil belajar,Apakah metode evaluasi yang dapat digunakan untuk menilai hasil belajar siswa?,"Evaluasi dapat dilakukan dengan cara observasi, pemberian tugas, ujian tertulis dan/ atau ujian lisan.",29,3
penilaian dan evaluasi hasil belajar,Apa saja jenis-jenis ujian yang dapat diselenggarakan di institusi pendidikan?,"Ujian dapat diselenggarakan melalui kuis, ujian tengah semester, ujian akhir semester, ujian praktek, dan ujian tugas akhir/skripsi.",29,4
penilaian dan evaluasi hasil belajar,Apakah ketentuan untuk mengikuti Evaluasi Hasil Belajar Mahasiswa pada Tahap I?,"Mampu mengumpulkan paling sedikit 35 (tiga puluh lima) SKS dengan IPK ≥ 2,50 (dua koma lima nol).

Context: penilaian dan evaluasi hasil belajar",29,5
penilaian dan evaluasi hasil belajar,Bagaimana prosedur jika mahasiswa mampu mengumpulkan lebih dari 35 SKS pada Tahap I?,"Diambil nilai tertinggi sampai sejumlah 35 (tiga puluh lima) SKS dengan IPK ≥ 2,50 (dua koma lima nol).",29,5
penilaian dan evaluasi hasil belajar,Apakah tahap III dilakukan pada akhir program?,"Ya, tahap III dilakukan pada akhir program.",29,5
penilaian dan evaluasi hasil belajar,Kapan mahasiswa harus sudah mengumpulkan dan lulus semua beban sks yang ditetapkan untuk program sarjana?,Selambat-lambatnya pada akhir semester 14 (empat belas).,29,5
penilaian dan evaluasi hasil belajar,Apa yang terjadi pada mahasiswa yang tidak dapat memenuhi ketentuan evaluasi?,Mahasiswa tersebut dianggap tidak mampu mengikuti kegiatan akademik.,29,6
penilaian dan evaluasi hasil belajar,Bagaimana status mahasiswa yang tidak dapat memenuhi ketentuan evaluasi dalam konteks kegiatan akademik?,Statusnya adalah tidak mampu mengikuti kegiatan akademik.,29,6
penilaian dan evaluasi hasil belajar,Apa yang harus dilakukan mahasiswa jika ingin mengundurkan diri dari proses belajar?,"Mahasiswa sebagaimana dimaksud pada ayat (6) di atas, disarankan untuk mengajukan surat permohonan undur diri kepada Rektor melalui Dekan.",29,7
penilaian dan evaluasi hasil belajar,Bagaimana proses pengunduran diri mahasiswa dari salah satu program studi di Universitas ditangani?,Universitas akan menerbitkan Keputusan Rektor UPN “Veteran” Jawa Timur tentang pengunduran diri mahasiswa dari salah satu program studi.,29,8
penilaian dan evaluasi hasil belajar,Apakah mahasiswa yang tidak mengajukan permohonan undur diri akan menerima keputusan apa?,Pihak universitas akan menerbitkan Keputusan Rektor UPN “Veteran” Jawa Timur tentang pemutusan hubungan studi.,29,9
penilaian dan evaluasi hasil belajar,Apa tujuan evaluasi terhadap hasil belajar mahasiswa di Fakultas?,Tujuan evaluasi tersebut adalah sebagai bagian dari proses penjaminan mutu.,29,10
penilaian dan evaluasi hasil belajar,Bagian mana yang bertanggung jawab melakukan evaluasi dan analisis terhadap hasil belajar mahasiswa setiap semester?,Bagian Ketiga Tugas Akhir/Skripsi/prototype.,29,10
penilaian dan evaluasi hasil belajar,Apakah tugas akhir/skripsi wajib disusun dan dilaksanakan oleh setiap mahasiswa program sarjana?,"Ya, tugas akhir/skripsi wajib disusun dan dilaksanakan oleh setiap mahasiswa program sarjana.",30,1
penilaian dan evaluasi hasil belajar,Tujuan apa yang diharapkan dari pelaksanaan tugas akhir/skripsi dalam penilaian dan evaluasi hasil belajar?,"Tugas akhir/skripsi bertujuan untuk menilai dan mengevaluasi kemampuan mahasiswa dalam menerapkan teori dan konsep ke dalam praktik, serta mengembangkan keterampilan analisis dan sintesis.",30,1
penilaian dan evaluasi hasil belajar,Apakah syarat untuk dapat mengambil tugas akhir/skripsi/prototype?,"Mahasiswa harus menyelesaikan mata kuliah dengan jumlah sks sesuai yang dipersyaratkan Prodi, memiliki IPK minimal 2,00, lulus Mata Kuliah Metode Penelitian, lulus KKN dan PKL/KKP/Magang, mempunyai kemampuan Bahasa Inggris setara dengan TOEFL 450 atau International Certificate JETSET Level 4- Pearson-LCCI-UK, terdaftar sebagai mahasiswa aktif pada semester yang bersangkutan, mengisi KRS Skripsi, dan mengikuti library class.",30,2
penilaian dan evaluasi hasil belajar,Apakah tugas akhir/Skripsi/prototype harus disusun berdasarkan kaidah dan etika keilmuan?,"Ya, tugas akhir/Skripsi/prototype wajib disusun berdasarkan kaidah dan etika keilmuan.

Context: penilaian dan evaluasi hasil belajar",30,3
penilaian dan evaluasi hasil belajar,Apakah plagiat diperbolehkan dalam menulis tugas akhir/Skripsi/prototype?,"Tidak, tugas akhir/Skripsi/prototype harus bebas dari unsur plagiarisme.",30,3
penilaian dan evaluasi hasil belajar,Apakah topik tugas akhir/skripsi merupakan bagian dari peta jalan penelitian atau pengabdian masyarakat?,"Ya, topik tugas akhir/skripsi merupakan bagian dari peta jalan penelitian atau pengabdian masyarakat yang ditetapkan di Fakultas atau Program Studi.",30,4
penilaian dan evaluasi hasil belajar,Bagaimana topik tugas akhir/skripsi dipilih dan ditetapkan?,Topik tugas akhir/skripsi dipilih dan ditetapkan berdasarkan peta jalan penelitian atau pengabdian masyarakat yang telah ditentukan oleh Fakultas atau Program Studi.,30,4
penilaian dan evaluasi hasil belajar,Apakah laporan tugas akhir/skripsi/prototipe harus melampirkan cek plagiasi yang dikeluarkan secara resmi oleh Perpustakaan UPN “Veteran” Jawa Timur?,"Ya, laporan tugas akhir/skripsi/prototipe wajib melampirkan cek plagiasi yang dikeluarkan secara resmi oleh Perpustakaan UPN “Veteran” Jawa Timur.",30,5
penilaian dan evaluasi hasil belajar,Berapa persentase toleransi plagiasi yang diizinkan dalam laporan tugas akhir/skripsi/prototipe?,Persyaratan plagiasi kurang dari 20%.,30,5
penilaian dan evaluasi hasil belajar,Apakah beban studi tugas akhir atau skripsi telah ditetapkan oleh institusi?,"Ya, beban studi tugas akhir atau skripsi adalah 6 (enam) sampai dengan 10 (sepuluh) SKS.",30,6
penilaian dan evaluasi hasil belajar,Bagaimana prosentase dari total SKS yang harus diambil untuk menyelesaikan tugas akhir atau skripsi?,Beban studi tugas akhir atau skripsi merupakan bagian dari total SKS yang harus diambil oleh mahasiswa.,30,6
penilaian dan evaluasi hasil belajar,Apakah syarat untuk melakukan ujian tugas akhir/skripsi/prototype?,"Mahasiswa harus telah menyelesaikan semua mata kuliah wajib dan pilihan sesuai kurikulum yang berlaku.

Context: penilaian dan evaluasi hasil belajar",30,7
penilaian dan evaluasi hasil belajar,Apakah kegiatan yang dapat membuktikan kemajuan tugas akhir/skripsi?,Mahasiswa harus menyajikan bagian dari tugas akhir/skripsi dalam forum ilmiah nasional/internasional dengan dibuktikan sertifikat pemakalah.,30,7
penilaian dan evaluasi hasil belajar,Bagaimana proses ujian tugas akhir/skripsi/prototype dilaksanakan?,Ujian tersebut dilaksanakan secara tertutup sesuai dengan peraturan yang berlaku di program studi.,30,8
penilaian dan evaluasi hasil belajar,Berapa lama waktu yang diperlukan untuk tahap tanya jawab dalam ujian tugas akhir/skripsi/prototype?,Waktu paling sedikit 60 menit.,30,8
penilaian dan evaluasi hasil belajar,Berapa jumlah minimum dosen penguji tugas akhir/skripsi/prototype yang harus ada?,Dosen penguji tugas akhir/skripsi/prototype di luar dosen pembimbing minimal 2 (dua) orang.,30,9
penilaian dan evaluasi hasil belajar,Siapa saja yang dapat diundang sebagai penguji dalam keadaan khusus?,Penguji yang bukan dari kalangan akademik namun memiliki keahlian dalam bidang terkait.,30,10
penilaian dan evaluasi hasil belajar,Apa yang dimaksud dengan hak bersama dalam materi tugas akhir/skripsi atau prototype?,"Hak bersama tersebut adalah segala bentuk luaran berupa HKI (Hak Kekayaan Intelektual), artikel jurnal ilmiah, dan lain-lain yang terkait dengan materi tugas akhir/skripsi atau prototype, yang menjadi milik bersama antara mahasiswa, para pembimbing, dan universitas.",30,11
penilaian dan evaluasi hasil belajar,Apakah hak penggunaan data dan luarannya dari tugas akhir/skripsi/prototype yang merupakan penelitian kerjasama dengan dana pihak lain diatur dalam perjanjian?,"Ya, hak penggunaan data dan luarannya diatur dalam perjanjian kerjasama antara dosen pembimbing dengan mahasiswa dan pihak lain.",30,12
penilaian dan evaluasi hasil belajar,Siapa yang harus menyetujui perjanjian kerjasama mengenai hak penggunaan data dan luarannya?,Perjanjian tersebut harus disetujui oleh Fakultas/Dekan.,30,12
penilaian dan evaluasi hasil belajar,Apakah mahasiswa yang berhasil menerbitkan artikel ilmiah masih harus menyusun skripsi mereka sampai selesai?,"Ya, meskipun telah berhasil menerbitkan artikel ilmiah, mahasiswa tetap harus menyusun skripsinya sampai selesai, tetapi tanpa ujian.",30,13
penilaian dan evaluasi hasil belajar,Bagaimana penilaian terhadap skripsi yang dipublikasikan dalam jurnal nasional terakreditasi Sinta atau internasional bereputasi?,"Skripsi dinyatakan lulus dengan nilai A, yaitu Sinta 4-6 dan Jurnal International tidak bereputasi dengan nilai (A-).

Context: Penilaian dan Evaluasi Hasil Belajar",30,14
penilaian dan evaluasi hasil belajar,Apa yang harus dilakukan mahasiswa jika artikel ilmiahnya dipublikasikan dalam jurnal nasional terakreditasi Sinta atau internasional bereputasi?,Mahasiswa tetap menyusun skripsinya sampai selesai namun tanpa ujian.,30,14
penilaian dan evaluasi hasil belajar,Apakah luaran tugas akhir/skripsi/prototype dapat dibuat dalam bentuk lain?,"Ya, luaran tugas akhir/skripsi/prototype bisa dibuat dalam bentuk cipta karya yang telah diuji keilmiahannya tingkat nasional/internasional.",30,15
penilaian dan evaluasi hasil belajar,Apakah cipta karya tersebut harus diuji secara nasional atau internasional?,Cipta karya tersebut harus diuji keilmiahannya tingkat nasional/internasional.,30,15
penilaian dan evaluasi hasil belajar,Apakah Ketentuan dan pengaturan tugas akhir/skripsi dapat berubah?,"Tidak, karena ditetapkan lebih lanjut oleh Fakultas.",30,16
penilaian dan evaluasi hasil belajar,Bagaimana proses penilaian dan evaluasi hasil belajar ditetapkan?,Ditetapkan lebih lanjut oleh Fakultas.,30,16
